,loss_of_supply,soc,battery_kwh,solar_generation_kw,load_demand_kw,pv_to_load_kw,pv_to_battery_kw,battery_to_load_kw,grid_to_load_kw,unmet_load_kw,can_charge,Grid,PCC_Breaker,Islanding_Controller,PV_Array,PV_Inverter,Battery_Pack,BMS,PCS
28.03.2026 07:00,0,0,0,1.124741923,3.010321541,0,0,0,3.010321541,0,0,1,1,1,0,1,1,1,1
28.03.2026 08:00,0,0,0,2.184157329,2.939462691,0,0,0,2.939462691,0,0,1,1,1,0,1,1,1,1
28.03.2026 09:00,0,0,0,2.975480224,3.469352184,0,0,0,3.469352184,0,0,1,1,1,0,1,1,1,1
28.03.2026 10:00,0,0,0,3.819586705,3.560893406,0,0,0,3.560893406,0,0,1,1,1,0,1,1,1,1
28.03.2026 11:00,0,0,0,3.313406658,3.829971328,0,0,0,3.829971328,0,0,1,1,1,0,1,1,1,1
28.03.2026 12:00,0,0,0,4.198821609,3.312668856,0,0,0,3.312668856,0,0,1,1,1,0,1,1,1,1
28.03.2026 13:00,0,0,0,3.280842686,3.649234189,0,0,0,3.649234189,0,0,1,1,1,0,1,1,1,1
28.03.2026 14:00,0,0,0,2.836673215,3.695336408,0,0,0,3.695336408,0,0,1,1,1,0,1,1,1,1
28.03.2026 15:00,0,0,0,2.914563565,3.165356157,0,0,0,3.165356157,0,0,1,1,1,0,1,1,1,1
28.03.2026 16:00,0,0,0,2.234296142,3.237348963,0,0,0,3.237348963,0,0,1,1,1,0,1,1,1,0
28.03.2026 17:00,0,0,0,1.340132138,2.331575821,0,0,0,2.331575821,0,0,1,1,1,0,1,1,1,0
28.03.2026 18:00,0,0,0,0.740373182,2.263366775,0,0,0,2.263366775,0,0,1,1,1,0,1,1,1,0
28.03.2026 19:00,0,0,0,0,1.891632963,0,0,0,1.891632963,0,0,1,1,1,0,1,1,1,1
28.03.2026 20:00,0,0,0,0,1.633254209,0,0,0,1.633254209,0,0,1,1,1,0,1,1,1,1
28.03.2026 21:00,0,0,0,0,1.46551845,0,0,0,1.46551845,0,0,1,1,1,0,1,1,1,1
28.03.2026 22:00,0,0,0,0,1.358198578,0,0,0,1.358198578,0,0,1,1,1,0,1,1,1,1
28.03.2026 23:00,0,0,0,0,1.090405714,0,0,0,1.090405714,0,0,1,1,1,0,1,1,1,1
29.03.2026 00:00,0,0,0,0,1.014807067,0,0,0,1.014807067,0,0,1,1,1,0,1,1,1,1
29.03.2026 01:00,0,0,0,0,1.486120595,0,0,0,1.486120595,0,0,1,1,1,0,1,1,1,1
29.03.2026 02:00,0,0,0,0,1.52843609,0,0,0,1.52843609,0,0,1,1,1,0,1,1,1,1
29.03.2026 03:00,0,0,0,0,1.14854959,0,0,0,1.14854959,0,0,1,1,1,0,1,1,1,1
29.03.2026 04:00,0,0,0,0,1.951141041,0,0,0,1.951141041,0,0,1,1,1,0,1,1,1,1
29.03.2026 05:00,0,0,0,0,1.857384762,0,0,0,1.857384762,0,0,1,1,1,0,1,1,1,1
29.03.2026 06:00,1,0,0,0.821428618,2.362823637,0,0,0,0,2.362823637,0,1,1,0,0,1,1,1,1
29.03.2026 07:00,1,0,0,1.277545168,2.976527127,0,0,0,0,2.976527127,0,1,1,0,0,1,1,1,1
29.03.2026 08:00,0,0,0,2.230814099,3.200968083,0,0,0,3.200968083,0,0,1,1,1,0,1,1,1,1
29.03.2026 09:00,0,0,0,2.432744139,3.514227966,0,0,0,3.514227966,0,0,1,1,1,0,1,1,1,1
29.03.2026 10:00,0,0,0,3.841347423,3.582992505,0,0,0,3.582992505,0,0,1,1,1,0,1,1,1,1
29.03.2026 11:00,0,0,0,3.92360847,3.62865296,0,0,0,3.62865296,0,0,1,1,1,0,1,1,1,1
29.03.2026 12:00,0,0,0,4.146233557,3.700130261,0,0,0,3.700130261,0,0,1,1,1,0,1,1,1,1
29.03.2026 13:00,0,0,0,3.80643375,3.207432223,0,0,0,3.207432223,0,0,1,1,1,0,1,1,1,1
29.03.2026 14:00,0,0,0,3.470821709,3.782306988,0,0,0,3.782306988,0,0,1,1,1,0,1,1,1,1
29.03.2026 15:00,0,0,0,2.676899652,3.445867071,0,0,0,3.445867071,0,0,1,1,1,0,1,1,1,1
29.03.2026 16:00,0,0,0,2.070919519,2.897426599,0,0,0,2.897426599,0,0,1,1,1,0,1,1,1,1
29.03.2026 17:00,0,0,0,1.211003806,3.048484702,0,0,0,3.048484702,0,0,1,1,1,0,1,1,1,1
29.03.2026 18:00,0,0,0,0.856422858,2.37013536,0,0,0,2.37013536,0,0,1,1,1,0,1,1,1,1
29.03.2026 19:00,0,0,0,0,1.860175407,0,0,0,1.860175407,0,0,1,1,1,0,1,1,1,1
29.03.2026 20:00,0,0,0,0,1.507784342,0,0,0,1.507784342,0,0,1,1,1,0,1,1,1,1
29.03.2026 21:00,0,0,0,0,1.647720824,0,0,0,1.647720824,0,0,1,1,1,0,1,1,1,1
29.03.2026 22:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
29.03.2026 23:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
30.03.2026 00:00,0,0,0,0,1.372999404,0,0,0,1.372999404,0,0,1,1,1,0,1,1,1,1
30.03.2026 01:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
30.03.2026 02:00,0,0,0,0,1.149507713,0,0,0,1.149507713,0,0,1,1,1,0,1,1,1,1
30.03.2026 03:00,0,0,0,0,1.202689271,0,0,0,1.202689271,0,0,1,1,1,0,1,1,1,1
30.03.2026 04:00,0,0,0,0,1.799609183,0,0,0,1.799609183,0,0,1,1,1,0,1,1,1,1
30.03.2026 05:00,0,0,0,0,2.300090108,0,0,0,2.300090108,0,0,1,1,1,0,1,1,1,1
30.03.2026 06:00,0,0,0,0.989801128,2.431180396,0,0,0,2.431180396,0,0,1,1,1,0,1,1,1,1
30.03.2026 07:00,0,0,0,0.964379769,2.570570299,0,0,0,2.570570299,0,0,1,1,1,0,1,1,1,1
30.03.2026 08:00,0,0,0,1.709193548,2.945391331,0,0,0,2.945391331,0,0,1,1,1,0,1,1,1,1
30.03.2026 09:00,0,0,0,2.359471988,3.438123056,0,0,0,3.438123056,0,0,1,1,1,0,1,1,1,1
30.03.2026 10:00,0,0,0,3.438873937,3.798554891,0,0,0,3.798554891,0,0,1,1,1,0,1,1,1,1
30.03.2026 11:00,0,0,0,3.67187714,3.422916705,0,0,0,3.422916705,0,0,1,1,1,0,1,1,1,1
30.03.2026 12:00,0,0,0,4.914977795,3.87148392,0,0,0,3.87148392,0,0,1,1,1,0,1,1,1,1
30.03.2026 13:00,0,0,0,3.862080437,3.896900951,0,0,0,3.896900951,0,0,1,1,1,0,1,1,1,1
30.03.2026 14:00,0,0,0,3.131568339,3.820888307,0,0,0,3.820888307,0,0,1,1,1,0,1,1,1,1
30.03.2026 15:00,0,0,0,3.063932609,2.934660361,0,0,0,2.934660361,0,0,1,1,1,0,1,1,1,1
30.03.2026 16:00,0,0,0,1.942822233,3.1066062,0,0,0,3.1066062,0,0,1,1,1,0,1,1,1,1
30.03.2026 17:00,0,0,0,1.203108781,2.813378208,0,0,0,2.813378208,0,0,1,1,1,0,1,1,1,1
30.03.2026 18:00,0,0,0,0.764054293,2.395206501,0,0,0,2.395206501,0,0,1,1,1,0,1,1,1,1
30.03.2026 19:00,0,0,0,0,1.761352374,0,0,0,1.761352374,0,0,1,1,1,1,1,1,1,1
30.03.2026 20:00,0,0,0,0,1.508186979,0,0,0,1.508186979,0,0,1,1,1,1,1,1,1,1
30.03.2026 21:00,0,0,0,0,1.344977675,0,0,0,1.344977675,0,0,1,1,1,1,1,1,1,1
30.03.2026 22:00,0,0,0,0,1.012518161,0,0,0,1.012518161,0,0,1,1,1,1,1,1,1,1
30.03.2026 23:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
31.03.2026 00:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
31.03.2026 01:00,0,0,0,0,1.496715473,0,0,0,1.496715473,0,0,1,1,1,1,1,1,1,1
31.03.2026 02:00,0,0,0,0,1.327245289,0,0,0,1.327245289,0,0,1,1,1,1,1,1,1,1
31.03.2026 03:00,0,0,0,0,1.329155584,0,0,0,1.329155584,0,0,1,1,1,1,1,1,1,1
31.03.2026 04:00,0,0,0,0,1.424036303,0,0,0,1.424036303,0,0,1,1,1,1,1,1,1,1
31.03.2026 05:00,0,0,0,0,2.074346939,0,0,0,2.074346939,0,0,1,1,1,1,1,1,1,1
31.03.2026 06:00,0,0,0,0.708046357,2.260897888,0.708046357,0,0,1.552851531,0,0,1,1,1,1,1,1,1,1
31.03.2026 07:00,0,0,0,1.435289039,2.8966027,1.435289039,0,0,1.46131366,0,0,1,1,1,1,1,1,1,1
31.03.2026 08:00,0,0,0,1.625893499,3.237507186,1.625893499,0,0,1.611613687,0,0,1,1,1,1,1,1,1,1
31.03.2026 09:00,0,0,0,3.213356892,3.358016657,3.213356892,0,0,0.144659764,0,0,1,1,1,1,1,1,1,1
31.03.2026 10:00,0,0,0,3.063869584,3.100543952,3.063869584,0,0,0.036674368,0,0,1,1,1,1,1,1,1,1
31.03.2026 11:00,0,0.154340492,0.030868098,3.79025778,3.757765045,3.757765045,0.032492735,0,0,0,1,1,1,1,1,1,1,1,1
31.03.2026 12:00,0,2.58708991,0.517417982,4.035581529,3.523423757,3.523423757,0.512157772,0,0,0,1,1,1,1,1,1,1,1,1
31.03.2026 13:00,0,4.45626004,0.891252008,3.778107149,3.384597648,3.384597648,0.393509501,0,0,0,1,1,1,1,1,1,1,1,1
31.03.2026 14:00,0,5.87047163,1.174094326,3.689834546,3.39210579,3.39210579,0.297728756,0,0,0,1,1,1,1,1,1,1,1,1
31.03.2026 15:00,0,2.268091462,0.453618292,2.320189512,3.004641744,2.320189512,0,0.684452232,0,0,0,1,1,1,1,1,1,1,1
31.03.2026 16:00,0,0,0,2.182950368,2.80491313,2.182950368,0,0.430937378,0.191025384,0,0,1,1,1,1,1,1,1,1
31.03.2026 17:00,0,0,0,1.440523672,2.717129519,1.440523672,0,0,1.276605846,0,0,1,1,1,1,1,1,1,1
31.03.2026 18:00,0,0,0,0.892872654,2.558494946,0.892872654,0,0,1.665622292,0,0,1,1,1,1,1,1,1,1
31.03.2026 19:00,0,0,0,0,1.866412977,0,0,0,1.866412977,0,0,1,1,1,1,1,1,1,1
31.03.2026 20:00,0,0,0,0,1.603681212,0,0,0,1.603681212,0,0,1,1,1,1,1,1,1,1
31.03.2026 21:00,0,0,0,0,1.5614892,0,0,0,1.5614892,0,0,1,1,1,1,1,1,1,1
31.03.2026 22:00,0,0,0,0,1.193632911,0,0,0,1.193632911,0,0,1,1,1,1,1,1,1,1
31.03.2026 23:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
01.04.2026 00:00,0,0,0,0,1.042359732,0,0,0,1.042359732,0,0,1,1,1,1,1,1,1,1
01.04.2026 01:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
01.04.2026 02:00,0,0,0,0,1.606289169,0,0,0,1.606289169,0,0,1,1,1,1,1,1,1,1
01.04.2026 03:00,0,0,0,0,1.162172075,0,0,0,1.162172075,0,0,1,1,1,1,1,1,1,1
01.04.2026 04:00,0,0,0,0,1.829293428,0,0,0,1.829293428,0,0,1,1,1,1,1,1,0,1
01.04.2026 05:00,0,0,0,0,2.191717866,0,0,0,2.191717866,0,0,1,1,1,1,1,1,1,1
01.04.2026 06:00,0,0,0,0.763972836,2.136201026,0.763972836,0,0,1.37222819,0,0,1,1,1,1,1,1,1,1
01.04.2026 07:00,0,0,0,1.216810486,3.000427122,1.216810486,0,0,1.783616637,0,0,1,1,1,1,1,1,1,1
01.04.2026 08:00,0,0,0,1.790734278,2.897954134,1.790734278,0,0,1.107219856,0,0,1,1,1,1,1,1,1,1
01.04.2026 09:00,0,0,0,2.827724115,3.385068603,2.827724115,0,0,0.557344488,0,0,1,1,1,1,1,1,1,1
01.04.2026 10:00,0,0,0,2.998808973,3.337913991,2.998808973,0,0,0.339105017,0,0,1,1,1,1,1,1,1,1
01.04.2026 11:00,0,5.926786775,1.185357355,4.749648788,3.501904204,3.501904204,1.247744584,0,0,0,1,1,1,1,1,1,1,1,1
01.04.2026 12:00,0,9.588918555,1.917783711,4.325534516,3.554559405,3.554559405,0.770975112,0,0,0,1,1,1,1,1,1,1,1,1
01.04.2026 13:00,0,8.893525861,1.778705172,3.726358589,3.858483201,3.726358589,0,0.132124612,0,0,0,1,1,1,1,1,1,1,1
01.04.2026 14:00,0,10.38491797,2.076983594,3.697891422,3.383914136,3.383914136,0.313977286,0,0,0,1,1,1,1,1,1,1,1,1
01.04.2026 15:00,0,8.116307371,1.623261474,2.639389177,3.070425191,2.639389177,0,0.431036014,0,0,0,1,1,1,1,1,1,1,1
01.04.2026 16:00,0,2.666078724,0.533215745,1.677436033,2.712979476,1.677436033,0,1.035543443,0,0,0,1,1,1,1,1,1,1,1
01.04.2026 17:00,0,0,0,1.076231199,2.993747575,1.076231199,0,0.506554958,1.410961419,0,0,1,1,1,1,1,1,1,1
01.04.2026 18:00,0,0,0,0.842828712,2.019122276,0.842828712,0,0,1.176293564,0,0,1,1,1,1,1,1,1,1
01.04.2026 19:00,0,0,0,0,1.71105467,0,0,0,1.71105467,0,0,1,1,1,1,1,1,1,1
01.04.2026 20:00,0,0,0,0,1.710642275,0,0,0,1.710642275,0,0,1,1,1,1,1,1,1,1
01.04.2026 21:00,0,0,0,0,1.683471284,0,0,0,1.683471284,0,0,1,1,1,1,1,1,1,1
01.04.2026 22:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
01.04.2026 23:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
02.04.2026 00:00,0,0,0,0,1.373972106,0,0,0,1.373972106,0,0,1,1,1,1,1,1,1,1
02.04.2026 01:00,0,0,0,0,1.156888078,0,0,0,1.156888078,0,0,1,1,1,1,1,0,1,1
02.04.2026 02:00,0,0,0,0,1.535317612,0,0,0,1.535317612,0,0,1,1,1,1,1,0,1,1
02.04.2026 03:00,0,0,0,0,1.419644555,0,0,0,1.419644555,0,0,1,1,1,1,1,0,1,1
02.04.2026 04:00,0,0,0,0,1.729279436,0,0,0,1.729279436,0,0,1,1,1,1,1,0,1,1
02.04.2026 05:00,0,0,0,0,1.91817873,0,0,0,1.91817873,0,0,1,1,1,1,1,0,1,1
02.04.2026 06:00,0,0,0,0.958097688,2.369724772,0.958097688,0,0,1.411627083,0,0,1,1,1,1,1,0,1,1
02.04.2026 07:00,0,0,0,0.994438202,3.024093201,0.994438202,0,0,2.029654999,0,0,1,1,1,1,1,0,1,1
02.04.2026 08:00,0,0,0,2.179476109,3.031965687,2.179476109,0,0,0.852489578,0,0,1,1,1,1,1,0,1,1
02.04.2026 09:00,0,0,0,2.826578593,3.084496194,2.826578593,0,0,0.257917601,0,0,1,1,1,1,1,0,1,1
02.04.2026 10:00,0,0,0,3.531384422,3.361567075,3.361567075,0,0,0,0,0,1,1,1,1,1,0,1,1
02.04.2026 11:00,0,0,0,4.107914833,3.377620991,3.377620991,0,0,0,0,0,1,1,1,1,1,0,1,1
02.04.2026 12:00,0,0,0,3.802339239,3.583682819,3.583682819,0,0,0,0,0,1,1,1,1,1,0,1,1
02.04.2026 13:00,0,0,0,4.313316498,3.273191468,3.273191468,0,0,0,0,0,1,1,1,1,1,0,1,1
02.04.2026 14:00,0,0,0,3.075693569,3.26110543,3.075693569,0,0,0.185411862,0,0,1,1,1,1,1,0,1,1
02.04.2026 15:00,0,0,0,2.493559271,3.288411227,2.493559271,0,0,0.794851957,0,0,1,1,1,1,1,0,1,1
02.04.2026 16:00,0,0,0,1.87478317,2.816072915,1.87478317,0,0,0.941289745,0,0,1,1,1,1,1,0,1,1
02.04.2026 17:00,0,0,0,1.467530887,2.434048524,1.467530887,0,0,0.966517636,0,0,1,1,1,1,1,0,1,1
02.04.2026 18:00,0,0,0,0.811793055,2.197895608,0.811793055,0,0,1.386102553,0,0,1,1,1,1,1,0,1,1
02.04.2026 19:00,0,0,0,0,2.36170513,0,0,0,2.36170513,0,0,1,1,1,1,1,0,1,1
02.04.2026 20:00,0,0,0,0,1.674311459,0,0,0,1.674311459,0,0,1,1,1,1,1,0,1,1
02.04.2026 21:00,0,0,0,0,1.415702348,0,0,0,1.415702348,0,0,1,1,1,1,1,0,1,1
02.04.2026 22:00,0,0,0,0,1.229698844,0,0,0,1.229698844,0,0,1,1,1,1,1,0,1,1
02.04.2026 23:00,0,0,0,0,1.333153965,0,0,0,1.333153965,0,0,1,1,1,1,1,0,1,1
03.04.2026 00:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1
03.04.2026 01:00,0,0,0,0,1.46472377,0,0,0,1.46472377,0,0,1,1,1,1,1,0,0,1
03.04.2026 02:00,0,0,0,0,1.380362652,0,0,0,1.380362652,0,0,1,1,1,1,1,0,0,1
03.04.2026 03:00,0,0,0,0,1.642728281,0,0,0,1.642728281,0,0,1,1,1,1,1,0,0,1
03.04.2026 04:00,0,0,0,0,2.084390647,0,0,0,2.084390647,0,0,1,1,1,1,1,0,1,1
03.04.2026 05:00,0,0,0,0,1.837766915,0,0,0,1.837766915,0,0,1,1,1,1,1,0,1,1
03.04.2026 06:00,0,0,0,0.854932422,2.008428919,0.854932422,0,0,1.153496496,0,0,1,1,1,1,1,0,1,1
03.04.2026 07:00,0,0,0,1.232522345,2.345694815,1.232522345,0,0,1.11317247,0,0,1,1,1,1,1,0,1,1
03.04.2026 08:00,0,0,0,1.814990603,2.749388513,1.814990603,0,0,0.93439791,0,0,1,1,1,1,1,0,1,1
03.04.2026 09:00,0,0,0,3.246784495,2.919940629,2.919940629,0,0,0,0,0,1,1,1,1,1,0,1,1
03.04.2026 10:00,0,0,0,3.690185466,3.692414632,3.690185466,0,0,0,0.002229166,0,1,1,1,1,1,0,1,1
03.04.2026 11:00,0,0,0,4.260965313,3.314436439,3.314436439,0,0,0,0,0,1,1,1,1,1,0,1,1
03.04.2026 12:00,0,0,0,4.644848989,3.335104101,3.335104101,0,0,0,0,0,1,1,1,1,1,0,1,1
03.04.2026 13:00,0,0,0,4.358024449,3.760508993,3.760508993,0,0,0,0,0,1,1,1,1,1,0,1,1
03.04.2026 14:00,0,0,0,3.802567783,3.681477796,3.681477796,0,0,0,0,0,1,1,1,1,1,0,1,1
03.04.2026 15:00,0,0,0,2.845154037,3.401820317,2.845154037,0,0,0.55666628,0,0,1,1,1,1,1,0,1,1
03.04.2026 16:00,0,0,0,2.153971119,2.883268512,2.153971119,0,0,0.729297392,0,0,1,1,1,1,1,0,1,1
03.04.2026 17:00,0,0,0,1.332569137,2.877758744,1.332569137,0,0,1.545189606,0,0,1,1,1,1,1,0,1,1
03.04.2026 18:00,0,0,0,0.898181128,2.386171385,0.898181128,0,0,1.487990257,0,0,1,1,1,1,1,0,1,1
03.04.2026 19:00,0,0,0,0,2.08115916,0,0,0,2.08115916,0,0,1,1,1,1,1,0,1,1
03.04.2026 20:00,0,0,0,0,1.958359366,0,0,0,1.958359366,0,0,1,1,1,1,1,0,1,1
03.04.2026 21:00,0,0,0,0,1.245700885,0,0,0,1.245700885,0,0,1,1,1,1,1,0,1,1
03.04.2026 22:00,0,0,0,0,1.064339171,0,0,0,1.064339171,0,0,1,1,1,1,1,0,1,1
03.04.2026 23:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1
04.04.2026 00:00,0,0,0,0,1.307808891,0,0,0,1.307808891,0,0,1,1,1,1,1,1,1,1
04.04.2026 01:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
04.04.2026 02:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
04.04.2026 03:00,0,0,0,0,1.528428088,0,0,0,1.528428088,0,0,1,1,1,1,1,1,1,1
04.04.2026 04:00,0,0,0,0,1.546842517,0,0,0,1.546842517,0,0,1,1,1,1,1,1,1,1
04.04.2026 05:00,0,0,0,0,1.879401059,0,0,0,1.879401059,0,0,1,1,1,1,1,1,1,1
04.04.2026 06:00,1,0,0,0.883556332,2.312865237,0.883556332,0,0,0,1.429308905,0,1,1,0,1,1,1,1,1
04.04.2026 07:00,1,0,0,1.246843057,2.624975229,1.246843057,0,0,0,1.378132172,0,1,1,0,1,1,1,1,1
04.04.2026 08:00,1,0,0,1.866189973,3.303147745,1.866189973,0,0,0,1.436957772,0,1,1,0,1,1,1,1,1
04.04.2026 09:00,0,0,0,3.123861874,3.124578107,3.123861874,0,0,0,0.000716233,0,1,1,0,1,1,1,1,1
04.04.2026 10:00,0,0,0,3.724901241,3.083661905,3.083661905,0,0,0,0,0,1,1,0,1,1,1,1,1
04.04.2026 11:00,0,0,0,4.345285716,3.852140906,3.852140906,0,0,0,0,0,1,1,0,1,1,1,1,1
04.04.2026 12:00,0,0,0,4.350569606,3.925815936,3.925815936,0,0,0,0,0,1,1,0,1,1,1,1,1
04.04.2026 13:00,0,7.112418606,1.422483721,4.893399231,3.396047945,3.396047945,1.497351286,0,0,0,1,1,1,1,1,1,1,1,1
04.04.2026 14:00,0,6.548784673,1.309756935,3.530685473,3.63777592,3.530685473,0,0.107090447,0,0,0,1,1,1,1,1,1,1,1
04.04.2026 15:00,0,3.040933104,0.608186621,2.544734745,3.211226543,2.544734745,0,0.666491798,0,0,0,1,1,1,1,1,1,1,1
04.04.2026 16:00,0,0,0,2.074014429,2.778314887,2.074014429,0,0.57777729,0.126523169,0,0,1,1,1,1,1,1,1,1
04.04.2026 17:00,0,0,0,1.535916079,2.346696482,0,0,0,2.346696482,0,0,1,1,1,0,1,1,1,1
04.04.2026 18:00,0,0,0,0.892658038,2.054355618,0,0,0,2.054355618,0,0,1,1,1,0,1,1,1,1
04.04.2026 19:00,0,0,0,0,1.74340692,0,0,0,1.74340692,0,0,1,1,1,0,1,1,1,1
04.04.2026 20:00,0,0,0,0,1.811887558,0,0,0,1.811887558,0,0,1,1,1,0,1,1,1,1
04.04.2026 21:00,0,0,0,0,1.268969831,0,0,0,1.268969831,0,0,1,1,1,0,1,1,1,1
04.04.2026 22:00,0,0,0,0,1.147512151,0,0,0,1.147512151,0,0,1,1,1,0,1,1,1,1
04.04.2026 23:00,0,0,0,0,1.112820244,0,0,0,1.112820244,0,0,1,1,1,0,1,1,1,1
05.04.2026 00:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
05.04.2026 01:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
05.04.2026 02:00,0,0,0,0,1.343464547,0,0,0,1.343464547,0,0,1,1,1,1,1,1,1,1
05.04.2026 03:00,0,0,0,0,1.816963103,0,0,0,1.816963103,0,0,1,1,1,1,1,1,1,1
05.04.2026 04:00,0,0,0,0,1.502142639,0,0,0,1.502142639,0,0,1,1,1,1,1,1,1,1
05.04.2026 05:00,0,0,0,0,1.892668977,0,0,0,1.892668977,0,0,1,1,1,1,1,1,1,1
05.04.2026 06:00,0,0,0,0.843399275,2.537328647,0.843399275,0,0,1.693929371,0,0,1,1,1,1,1,1,1,1
05.04.2026 07:00,0,0,0,1.297368899,2.342972852,1.297368899,0,0,1.045603953,0,0,1,1,1,1,1,1,1,1
05.04.2026 08:00,0,0,0,1.944308114,2.836116206,1.944308114,0,0,0.891808092,0,0,1,1,1,1,1,1,1,1
05.04.2026 09:00,0,0,0,2.839962803,3.473711661,2.839962803,0,0,0.633748858,0,0,1,1,1,1,1,1,1,1
05.04.2026 10:00,0,0,0,3.27719009,3.349666013,3.27719009,0,0,0.072475923,0,0,1,1,1,1,1,1,1,1
05.04.2026 11:00,0,5.959423655,1.191884731,4.674867544,3.420252038,3.420252038,1.254615506,0,0,0,1,1,1,1,1,1,1,1,1
05.04.2026 12:00,0,8.89931634,1.779863268,4.096595103,3.477670327,3.477670327,0.618924776,0,0,0,1,1,1,1,1,1,1,1,1
05.04.2026 13:00,0,8.560730336,1.712146067,3.572651066,3.636982407,3.572651066,0,0.064331341,0,0,0,1,1,1,1,1,1,1,1
05.04.2026 14:00,0,10.87022413,2.174044826,3.745907406,3.259698185,3.259698185,0.48620922,0,0,0,1,1,1,1,1,1,1,1,1
05.04.2026 15:00,0,8.540800816,1.708160163,2.727468395,3.170058825,2.727468395,0,0.44259043,0,0,0,1,1,1,1,1,1,1,1
05.04.2026 16:00,0,1.76897528,0.353795056,1.981900133,3.268546985,1.981900133,0,1.286646852,0,0,0,1,1,1,1,1,1,1,1
05.04.2026 17:00,0,0,0,1.351127642,2.560307671,1.351127642,0,0.336105303,0.873074726,0,0,1,1,1,1,1,1,1,1
05.04.2026 18:00,0,0,0,0.862001581,2.568080791,0.862001581,0,0,1.70607921,0,0,1,1,1,1,1,1,1,1
05.04.2026 19:00,0,0,0,0,2.253098824,0,0,0,2.253098824,0,0,1,1,1,1,1,1,1,1
05.04.2026 20:00,0,0,0,0,1.95403496,0,0,0,1.95403496,0,0,1,1,1,1,1,1,1,1
05.04.2026 21:00,0,0,0,0,1.494753421,0,0,0,1.494753421,0,0,1,1,1,1,1,1,1,1
05.04.2026 22:00,0,0,0,0,1.249069787,0,0,0,1.249069787,0,0,1,1,1,1,1,1,1,1
05.04.2026 23:00,0,0,0,0,1.320286455,0,0,0,1.320286455,0,0,1,1,1,1,1,1,1,1
06.04.2026 00:00,0,0,0,0,1.118470534,0,0,0,1.118470534,0,0,1,1,1,1,1,1,1,1
06.04.2026 01:00,0,0,0,0,1.306990102,0,0,0,1.306990102,0,0,1,1,1,1,1,1,1,1
06.04.2026 02:00,1,0,0,0,1.322433915,0,0,0,0,1.322433915,0,1,0,1,1,1,1,1,1
06.04.2026 03:00,0,0,0,0,1.256746963,0,0,0,1.256746963,0,0,1,1,1,1,1,1,1,1
06.04.2026 04:00,0,0,0,0,1.714581492,0,0,0,1.714581492,0,0,1,1,1,1,1,1,1,1
06.04.2026 05:00,0,0,0,0,2.212326672,0,0,0,2.212326672,0,0,1,1,1,1,1,1,1,1
06.04.2026 06:00,0,0,0,1.019572436,2.646758173,1.019572436,0,0,1.627185737,0,0,1,1,1,1,1,1,1,1
06.04.2026 07:00,0,0,0,1.206508622,2.476555529,1.206508622,0,0,1.270046906,0,0,1,1,1,1,1,1,1,1
06.04.2026 08:00,0,0,0,1.964779258,2.989620936,1.964779258,0,0,1.024841677,0,0,1,1,1,1,1,1,1,1
06.04.2026 09:00,0,0,0,2.959017467,3.507153494,2.959017467,0,0,0.548136027,0,0,1,1,1,1,1,1,1,1
06.04.2026 10:00,0,2.255789997,0.451157999,3.567027437,3.092124279,3.092124279,0.474903157,0,0,0,1,1,1,1,1,1,1,1,1
06.04.2026 11:00,0,8.274683262,1.654936652,4.790047841,3.522912417,3.522912417,1.267135424,0,0,0,1,1,1,1,1,1,1,1,1
06.04.2026 12:00,0,16.76016853,3.352033706,5.066869407,3.280451456,3.280451456,1.786417951,0,0,0,1,1,1,1,1,1,1,1,1
06.04.2026 13:00,0,21.36365714,4.272731429,4.746928912,3.777773414,3.777773414,0.969155498,0,0,0,1,1,1,1,1,1,1,1,1
06.04.2026 14:00,0,22.87854725,4.57570945,3.429732351,3.110808118,3.110808118,0.318924233,0,0,0,1,1,1,1,1,1,1,1,1
06.04.2026 15:00,0,19.11069292,3.822138583,2.49260789,3.208500214,2.49260789,0,0.715892324,0,0,0,1,1,1,1,1,1,1,1
06.04.2026 16:00,0,12.3076976,2.461539519,1.928689379,3.221258489,1.928689379,0,1.292569111,0,0,0,1,1,1,1,1,1,1,1
